encoded_mct,mct_bse_ar,mct_nm,mct_brd_num,hpsn_mct_zcd_nm,hpsn_mct_bzn_cd_nm,ta_ym,m12_mal_1020_rat,m12_mal_30_rat,m12_mal_40_rat,m12_mal_50_rat,m12_mal_60_rat,m12_fme_1020_rat,m12_fme_30_rat,m12_fme_40_rat,m12_fme_50_rat,m12_fme_60_rat,mct_ue_cln_reu_rat,mct_ue_cln_new_rat,rc_m1_shc_rsd_ue_cln_rat,rc_m1_shc_wp_ue_cln_rat,rc_m1_shc_flp_ue_cln_rat,mct_ope_ms_cn,rc_m1_saa,rc_m1_to_ue_ct,rc_m1_ue_cus_cn,rc_m1_av_np_at,apv_ce_rat,dlv_saa_rat,m1_sme_ry_saa_rat,m1_sme_ry_cnt_rat,m12_sme_ry_saa_pce_rt,m12_sme_bzn_saa_pce_rt,new_area_with_public
F46D45E328,서울 성동구 용답중앙15길 13.,미*,,중식당,답십리,2023,14.86751667,17.7357,14.70113333,12.42895833,5.358525,7.990816667,9.505966667,7.873866667,6.671041667,2.866475,29.48916667,5.8825,31.04166667,19.01666667,49.93333333,17.5,24.16666667,37.5,32.5,37.5,,11.28333333,204.375,149.7666667,7.433333333,7.9,중식음식점
F46D45E328,서울 성동구 용답중앙15길 13.,미*,,중식당,답십리,2024,14.39673333,18.09983333,15.209975,13.55424167,6.855816667,6.7366,8.475166667,7.115025,6.345758333,3.21085,26.885,6.721666667,28.94166667,15.30833333,55.75,17.5,25.83333333,37.5,35.83333333,37.5,,13.86666667,164.3083333,120.5666667,11.275,9.433333333,중식음식점
F4835443B8,서울특별시 성동구 용답길 169-1,코너***************,,식료품,답십리,2023,9.909433333,17.59354167,16.55619167,9.41685,0.481841667,8.4239,14.98145833,14.135475,8.074816667,0.409825,46.92083333,5.911666667,8.458333333,44.43333333,47.1,37.5,54.16666667,25.83333333,30.83333333,82.5,,,131.1833333,191.8,7.541666667,25.225,기타_식재료
F4835443B8,서울특별시 성동구 용답길 169-1,코너***************,,식료품,답십리,2024,7.755833333,17.33994167,15.18935833,10.87818333,0.870058333,7.144166667,15.99339167,13.993975,10.03015,0.804941667,40.1225,6.235833333,13.84166667,35.75,50.4,37.5,62.5,37.5,37.5,70.83333333,,,98.93333333,136.125,9.891666667,30.59166667,기타_식재료
F4A797E2D3,서울  성동구  왕십리로24길  8,싱싱*****,한식-해물/생선5,한식-해물/생선,왕십리,2023,14.04340833,17.32056667,14.851625,13.570325,7.055675,6.973258333,8.5961,7.373375,6.738008333,3.502658333,13.21,7.309166667,30.825,6.825,62.35833333,17.5,11.25,37.5,32.5,17.5,1,,355.25,159.875,3.391666667,8.9,한식음식점
F4A797E2D3,서울  성동구  왕십리로24길  8,싱싱*****,한식-해물/생선5,한식-해물/생선,왕십리,2024,12.85315833,18.574125,15.44305833,13.630525,7.571925,6.038508333,8.717541667,7.248608333,6.402808333,3.553075,12.87083333,7.583333333,30.4,7.791666667,61.76666667,17.5,12.29166667,37.5,34.16666667,17.5,,,326.45,154.5916667,4.133333333,10.05,한식음식점
F4BEB03DA2,서울특별시 성동구 성수일로12길 17,어피*****,,카페,성수,2023,13.49035,8.938541667,2.849516667,1.971466667,0.898675,34.46798333,22.81145833,7.26715,5.036866667,2.292991667,18.5625,13.68583333,13.75,13.86666667,72.4,86.66666667,35.83333333,19.16666667,17.5,62.5,1,,138.8333333,241.9833333,21.625,24.025,커피-음료
F4BEB03DA2,서울특별시 성동구 성수일로12길 17,어피*****,,카페,성수,2024,11.041575,8.997716667,2.482633333,1.80015,0.842483333,32.758425,26.83561667,7.392366667,5.34985,2.524183333,20.76583333,6.708333333,16.625,21.25833333,62.125,72.5,37.5,22.5,24.16666667,62.5,,,106.95,206.0583333,17.41666667,21.23333333,커피-음료
F4C22C0FED,서울특별시 성동구 상원10길 3,금일**,,백반/가정식,뚝섬,2023,8.500083333,20.55116667,19.41645,11.4093,7.567183333,4.349916667,9.748833333,9.566883333,5.5907,3.31615,13.92333333,45.115,38.1,27.2,34.7,95,20.83333333,45.83333333,45.83333333,18.75,1,1.125,178.35,115,36.45,39.13333333,한식음식점
F4C22C0FED,서울특별시 성동구 상원10길 3,금일**,,백반/가정식,뚝섬,2024,11.579175,22.29388333,14.44044167,10.12109167,4.578583333,6.870825,13.15611667,8.376225,5.912241667,2.67975,22.755,9.379166667,23.75,32.84166667,43.39166667,83.54166667,20.83333333,37.5,37.5,29.16666667,,0,213.2166667,169.1166667,10.05,15.31666667,한식음식점
F4E7570A2E,서울특별시 성동구 청계천로 450,더가*****,카페1,카페,동대문역사문화공원역,2023,0.760883333,26.459225,11.09851667,0.358191667,1.009733333,1.17245,40.22410833,16.86815,0.550141667,1.506933333,40.94333333,7.4075,31.69166667,5.3,63.025,62.5,65.83333333,39.58333333,43.75,72.5,1,,53.61666667,55.98333333,35.03333333,0,커피-음료
F4E7570A2E,서울특별시 성동구 청계천로 450,더가*****,카페1,카페,동대문역사문화공원역,2024,0.490408333,26.67388333,12.06590833,0.48935,1.067108333,0.709591667,38.74278333,17.50909167,0.71065,1.549558333,50.055,6.5325,33.35,4.183333333,62.475,43.75,59.58333333,37.5,47.91666667,67.08333333,,,84.5,140.85,18.55833333,0,커피-음료
F4EB8AB693,서울특별시 성동구 무학로6길 50,건강**,,백반/가정식,왕십리,2023,0.845058333,4.297375,7.72445,10.92275,5.201883333,2.121608333,10.46929167,18.75888333,26.79391667,12.86478333,35.11166667,7.070833333,68,5.183333333,26.80833333,37.5,77.08333333,64.16666667,64.16666667,58.75,1,,23.85833333,46.95833333,50.2,54.11666667,한식음식점
F4EB8AB693,서울특별시 성동구 무학로6길 50,건강**,,백반/가정식,왕십리,2024,1.638808333,2.602033333,4.3898,8.503625,8.653425,4.719525,7.497966667,12.65186667,24.496375,24.86324167,35.66083333,5.634166667,77.16666667,5.516666667,17.33333333,37.5,70.83333333,62.5,62.5,62.5,1,,22.25833333,64.675,47.975,51.5,한식음식점
F4F3149034,서울특별시 성동구 성수일로8길 39,미*,,중식당,성수,2023,14.609525,17.500675,17.722725,14.70038333,8.852508333,5.290475,6.349325,6.427275,5.33295,3.205825,31.97083333,5.778333333,21.7,39.375,38.93333333,37.5,32.91666667,39.58333333,39.58333333,37.5,,,128.5166667,115.6,15.85,14.9,중식음식점
F4F3149034,서울특별시 성동구 성수일로8길 39,미*,,중식당,성수,2024,12.17128333,21.12684167,18.8288,15.23343333,6.797716667,4.228716667,7.389825,6.554533333,5.308233333,2.360616667,32.765,7.1275,21.09166667,40.55833333,38.35833333,37.5,25.83333333,37.5,37.5,37.5,,,151.875,121.3333333,15.34166667,15.29166667,중식음식점
F512DF538E,서울 성동구 마조로 31,맘스*******,햄버거2,햄버거,한양대,2023,42.78123333,7.356391667,3.36265,4.719325,0.942083333,29.5271,5.076941667,2.320683333,3.255675,0.649583333,39.20166667,6.373333333,47.025,6.283333333,46.69166667,37.5,5,5,5,62.5,,27.575,260.5166667,192.5833333,7.908333333,7.075,패스트푸드점
F512DF538E,서울 성동구 마조로 31,맘스*******,햄버거2,햄버거,한양대,2024,41.9888,8.1027,3.634683333,5.265091667,1.087083333,27.9112,5.3723,2.415316667,3.493241667,0.72125,38.08583333,5.408333333,49.78333333,6.216666667,44.025,25.83333333,9.166666667,5,5,62.5,,32.925,235.2666667,170.4666667,6.991666667,7.183333333,패스트푸드점
F52CC07BC8,서울특별시 성동구 마조로7길 5,갱*,,요리주점,한양대,2024,31.55461667,17.32793333,3.593066667,3.456366667,0.956966667,23.89538333,13.1554,2.740266667,2.5603,0.743033333,5.578333333,42.43166667,16.88333333,5.416666667,77.71666667,95,13.33333333,37.5,37.5,17.5,1,,281.95,186.3833333,27.68333333,46.6,호프-간이주점
F5449AAD7F,서울특별시 성동구 마장로31길 43,나눔****,,축산물,마장동,2023,6.318116667,23.47279167,14.09764167,13.49065833,13.12846667,2.690216667,9.852208333,5.769025,5.776008333,5.404866667,18.855,5.746666667,6.8,8.725,84.475,62.5,40,65.41666667,67.5,5,1,,219.4916667,23.8,4.958333333,9.308333333,기타_식재료
F5449AAD7F,서울특별시 성동구 마장로31길 43,나눔****,,축산물,마장동,2024,5.329691667,20.75676667,9.534416667,15.4013,8.8881,3.578641667,13.8849,6.390583333,10.31536667,5.9369,18.80416667,6.874166667,15.1,8.45,76.44166667,43.75,42.91666667,75.83333333,74.16666667,6.041666667,1,,121,16.33333333,15.48333333,13,기타_식재료
F565E3EC41,서울특별시 성동구 무학로2길 41,앤*,,일반 유흥주점,왕십리,2023,22.95524545,33.00340909,20.72135455,9.401254545,1.244654545,3.308390909,4.823863636,3.033190909,1.335109091,0.182618182,16.52363636,6.072727273,32.22727273,3.645454545,64.14545455,37.5,57.5,82.5,82.5,6.136363636,1,,79.20909091,63.23636364,14.11818182,32.00909091,호프-간이주점
F565E3EC41,서울특별시 성동구 무학로2길 41,앤*,,일반 유흥주점,왕십리,2024,22.89868333,43.54164167,13.77205833,9.1699,1.867816667,2.142983333,4.125025,1.419608333,0.8801,0.182183333,20.88416667,6.72,40.63333333,19.675,39.69166667,37.5,62.29166667,82.5,82.5,11.45833333,1,,71.825,45.49166667,24.06666667,39.76666667,호프-간이주점
F58CA84077,서울특별시 성동구 성수일로4길 35-11,커피********,,커피전문점,성수,2023,38.1971,10.018175,1.5316,0.95085,0.3205,24.9529,18.556825,2.9934,1.84915,0.6795,9.8825,76.69,7.05,12.9,80.05,95,58.125,38.75,38.75,70.625,,,80.875,198.925,69.025,55.225,커피-음료
F58CA84077,서울특별시 성동구 성수일로4길 35-11,커피********,,커피전문점,성수,2024,15.06009167,11.58523333,2.253108333,1.689691667,0.603625,33.27324167,25.50643333,4.955225,3.751975,1.321375,17.91166667,14.48333333,8.483333333,13.2,78.325,85.625,30.83333333,13.33333333,12.29166667,62.5,,2.928571429,184.2166667,373.5333333,21.68333333,23.95833333,커피-음료
F59ADB02C2,서울특별시 성동구 뚝섬로9길 11-1,문문*,,백반/가정식,성수,2024,11.50685,18.14835,6.54185,3.174716667,0.209333333,18.09315,26.75165,10.10815,5.258616667,0.240666667,26.46333333,41.605,19.13333333,49.28333333,31.56666667,95,54.16666667,41.66666667,41.66666667,62.5,,,55.16666667,141.7333333,60.38333333,49.26666667,한식음식점
F5A33FDFC2,서울특별시 성동구 왕십리로 108,뚝딱****,,한식-육류/고기,뚝섬,2023,16.15695833,20.70785833,8.905433333,4.501775,2.157908333,14.66804167,18.800475,8.0779,4.089891667,1.958758333,16.40666667,10.9475,13.675,26.65,59.68333333,86.66666667,27.5,41.66666667,41.66666667,32.5,,1.2,163.8666667,155.1,13.71666667,19.6,한식음식점
F5A33FDFC2,서울특별시 성동구 왕십리로 108,뚝딱****,,한식-육류/고기,뚝섬,2024,13.73539167,21.80045,10.29686667,8.848908333,5.751541667,9.306275,14.39955,6.736466667,5.642758333,3.523458333,12.64833333,5.355,23.65833333,25.59166667,50.775,72.5,43.75,54.16666667,54.16666667,29.16666667,1,0.358333333,95.71666667,90.325,15.44166667,20.74166667,한식음식점
F5A4D98110,서울특별시 성동구 왕십리로24길 18,샹츠*******,,중식-훠궈/마라탕,왕십리,2023,19.159125,7.629375,5.6837,5.041375,1.201008333,30.33254167,12.070625,8.982966667,8.016958333,1.898991667,35.1075,8.24,41.025,10.94166667,48.04166667,77.5,37.5,34.16666667,34.16666667,62.5,1,81,92.24166667,141.9333333,27.95,27.63333333,중식음식점
F5A4D98110,서울특별시 성동구 왕십리로24길 18,샹츠*******,,중식-훠궈/마라탕,왕십리,2024,19.9897625,8.986675,6.8244375,5.6024875,1.7430125,26.3227375,11.825825,8.9880625,7.3850125,2.2944875,36.46625,5.59,37.025,13.9875,48.9875,66.5625,43.125,40.625,40.625,62.5,,69.1625,78.375,122.2375,25.4125,26.4875,중식음식점
F5B18447D1,서울 성동구 무학로6길 5,고향**,,백반/가정식,왕십리,2023,4.681575,10.40685,19.40141667,25.9069,26.84145,0.701758333,1.56815,2.84025,3.801433333,3.875216667,25.6975,6.934166667,43.63333333,22.08333333,34.3,12.29166667,58.33333333,45.83333333,62.5,60.41666667,,,54.175,117.6666667,27.71666667,0,한식음식점
F5B18447D1,서울 성동구 무학로6길 5,고향**,,백반/가정식,왕십리,2024,4.479975,11.58270833,17.07215833,21.82923333,23.06700833,1.245025,3.267291667,4.811175,6.145766667,6.507991667,30.0775,6.765,41.26666667,19.875,38.85833333,5,67.5,56.25,62.5,62.5,1,,29.60833333,85.85,36.58333333,0,한식음식점
F5D09BB486,서울 성동구 고산자로12길 1-1.,일품*****,,한식-국수/만두,왕십리,2023,10.06234167,11.69853333,11.684125,13.00476667,9.6381,7.879325,9.1598,9.149208333,10.1869,7.545233333,20.50416667,7.584166667,43.10833333,11.33333333,45.58333333,7.083333333,5,9.166666667,5,37.5,,10.85833333,542.3166667,478.075,1.666666667,5.633333333,한식음식점
F5D09BB486,서울 성동구 고산자로12길 1-1.,일품*****,,한식-국수/만두,왕십리,2024,9.641933333,11.40215833,10.73603333,13.372525,9.5233,7.9914,9.456175,8.8973,11.09414167,7.9017,20.5225,6.6475,43.88333333,12.55833333,43.55833333,5,5,8.125,5,37.5,,13.825,486.525,480.0166667,1.625,5.308333333,한식음식점
F5D2297649,서울 성동구 무학로6길 50.,푸라******,한식-육류/고기29,한식-육류/고기,왕십리,2024,8.750975,13.327875,11.222025,13.89075,10.145225,6.374025,9.922125,8.502975,10.25925,7.579775,21,48.41,66.775,0.575,32.675,95,56.25,56.25,50,38.75,,66.525,70.95,71.85,63.9,60.8,한식음식점
F5F6298388,서울 성동구 용답동 5-3,동호**,,일식당,답십리,2023,1.27175,4.946816667,11.249625,25.54668333,24.95989167,0.60325,2.336516667,5.292041667,12.04498333,11.74844167,26.62833333,6.024166667,12.51666667,15.61666667,71.88333333,5,9.166666667,37.5,37.5,15.41666667,1,,273.325,154.7416667,4.983333333,3.191666667,일식음식점
F5F6298388,서울 성동구 용답동 5-3,동호**,,일식당,답십리,2024,1.127175,5.206691667,10.784675,24.46631667,28.6064,0.472825,2.218308333,4.640325,10.36701667,12.11026667,27.05916667,6.399166667,14.10833333,12.45833333,73.43333333,5,8.125,37.5,37.5,14.375,1,,248.175,124.6916667,5.183333333,3.808333333,일식음식점
F5FA25FE2A,서울특별시 성동구 무수막18길 6-2,홍대****,,식료품,신금호,2023,34.00738571,1.199028571,18.4643,11.947,0.4153,17.5069,0.615257143,9.507128571,6.153,0.213271429,74.90142857,23.00142857,0.771428571,0,99.22857143,93.21428571,62.5,13.92857143,41.07142857,95,,,30.88571429,251.8,47.17142857,66.82857143,기타_식재료
F5FA25FE2A,서울특별시 성동구 무수막18길 6-2,홍대****,,식료품,신금호,2024,29.71458,2.41724,14.04177,14.42553,0.40711,18.96542,1.60276,8.88823,9.32447,0.27289,75.569,5.574,0,0.33,99.67,82.5,66.5,15.75,47.5,95,,,34.54,236.75,22.56,50.74,기타_식재료
F602494665,서울특별시 성동구 상원10길 3,기엔*,,양식,뚝섬,2024,14.5278,3.2301,19.3653,8.0676,3.2301,14.6222,2.3199,22.2847,9.9824,2.3199,0,77.78,22.5,0,77.5,95,62.5,82.5,82.5,5,1,,26.6,6.35,73.65,61.15,양식음식점
F64AF24030,서울특별시 성동구 독서당로39길 39,89**,,한식-해물/생선,옥수,2023,8.524633333,24.10793333,10.26463333,9.70125,4.065025,6.525366667,18.44206667,7.8437,7.42375,3.109975,13.04,7.474166667,33.71666667,1.658333333,64.64166667,62.5,24.79166667,62.5,62.5,5,1,4.725,198.7583333,55.925,8.675,11.08333333,한식음식점
F64AF24030,서울특별시 성동구 독서당로39길 39,89**,,한식-해물/생선,옥수,2024,5.944925,23.31243333,14.59894167,7.871958333,3.067883333,4.871741667,19.22923333,12.13439167,6.478041667,2.498783333,13.64416667,7.820833333,25.93333333,3.375,70.68333333,54.16666667,20.83333333,62.5,62.5,5,1,7.533333333,209.95,63.625,7.383333333,9.483333333,한식음식점
F64BE13740,서울 성동구 상원12길 30.,성수*******************,,한식-찌개/전골,뚝섬,2023,15.93808333,22.7345,15.13155833,12.504325,3.786733333,6.786916667,9.698833333,6.485108333,5.345675,1.604933333,30.0475,5.725833333,15.85,36.30833333,47.85,5,37.5,35.83333333,35.83333333,43.75,,0.783333333,137.0083333,153.775,14.35,20.81666667,한식음식점
F64BE13740,서울 성동구 상원12길 30.,성수*******************,,한식-찌개/전골,뚝섬,2024,11.33553333,21.197725,16.60999167,11.212875,3.799583333,6.3228,11.83560833,9.281675,6.262125,2.125416667,32.47583333,6.826666667,15.93333333,38.9,45.16666667,5,37.5,37.5,37.5,43.75,,0.125,119.4,145.2333333,16.01666667,21.025,한식음식점
F653A2F32F,서울 성동구 연무장길 81 .,봄의******,,양식,성수,2023,15.838225,4.113758333,2.561441667,2.098316667,0.398925,47.55344167,12.32790833,7.655225,6.276683333,1.184408333,2.763333333,8.063333333,4.041666667,4.458333333,91.525,62.5,7.083333333,18.125,13.33333333,37.5,,,489.6916667,330.175,1.658333333,3.941666667,양식음식점
F653A2F32F,서울 성동구 연무장길 81 .,봄의******,,양식,성수,2024,15.35183333,4.930416667,3.145783333,2.886266667,0.494041667,41.91483333,13.46125,8.58755,7.8804,1.347625,3.2725,9.003333333,3.266666667,3.766666667,92.96666667,54.16666667,6.041666667,15.41666667,11.25,37.5,,,597.9916667,676.75,1.141666667,4.208333333,양식음식점
F65588F354,서울특별시 성동구 매봉길 48,벨기***,,베이커리,옥수,2023,1.1234,11.9464,7.4528,3.8634,2.9866,2.9766,31.6536,19.7472,10.2366,7.9134,38.26,3.27,52.2,6,41.8,62.5,62.5,37.5,37.5,62.5,,3.1,38.6,46.1,35.4,0,제과점
F666E3264F,서울 성동구 연무장7길 16.,유진**,일식당3,일식당,성수,2023,9.225475,14.72664167,16.79131667,14.12535833,18.11934167,3.424525,5.456691667,6.20035,5.207975,6.705658333,30.95916667,6.615833333,17.46666667,39.325,43.19166667,17.5,47.91666667,39.58333333,39.58333333,52.08333333,,,52.71666667,100.9166667,41.90833333,25.35833333,일식음식점
F666E3264F,서울 성동구 연무장7길 16.,유진**,일식당3,일식당,성수,2024,8.114458333,20.58315,15.86550833,14.17395833,19.21840833,2.368875,5.758516667,4.467825,3.951041667,5.473258333,32.77166667,7.453333333,17.29166667,41.04166667,41.65833333,16.45833333,35.83333333,37.5,37.5,41.66666667,1,,74.9,115.75,35.05,22.775,일식음식점
F677279FBB,서울 성동구 자동차시장1길 24-1.,청해*,중식당6,중식당,장한평자동차,2023,8.600016667,15.7892,24.47209167,24.25593333,10.15625833,1.724983333,3.177466667,4.902908333,4.8774,2.052075,31.60916667,5.824166667,9.5,29.95,60.55,5,39.58333333,39.58333333,45.83333333,39.58333333,,,75.24166667,76.475,26.48333333,9.641666667,중식음식점
F677279FBB,서울 성동구 자동차시장1길 24-1.,청해*,중식당6,중식당,장한평자동차,2024,7.77855,20.479325,18.8269,25.57714167,13.00324167,1.304783333,3.429008333,3.156433333,4.281191667,2.171758333,30.00333333,7.2825,10.05,24.33333333,65.61666667,5,47.91666667,37.5,39.58333333,50,,,70.325,80.58333333,32.76666667,12.83333333,중식음식점
F67809447B,서울 성동구 왕십리로 327.,똥파*,,요리주점,왕십리,2023,25.89641667,30.44285833,9.569808333,6.039483333,1.212075,9.59525,11.10714167,3.480191667,2.19385,0.454591667,24.30416667,7.789166667,47.79166667,7.708333333,44.50833333,5,37.91666667,62.5,62.5,19.79166667,1,,213.3333333,425.6083333,3.933333333,23.375,호프-간이주점
F67809447B,서울 성동구 왕십리로 327.,똥파*,,요리주점,왕십리,2024,21.74301667,38.32999167,10.603775,7.029825,1.553525,5.706983333,10.011675,2.771225,1.836841667,0.404808333,23.20583333,7.611666667,46.53333333,7.191666667,46.3,5,37.5,60.41666667,60.41666667,27.5,1,,190.525,397.6083333,10,26.625,호프-간이주점
F67A482D90,서울특별시 성동구 무학봉16길 11,스마*,,분식,왕십리,2023,7.810908333,10.04493333,11.53703333,10.5677,5.804666667,9.305758333,11.94673333,13.6463,12.49063333,6.862,23.295,6.909166667,67,6.608333333,26.43333333,37.5,67.5,37.5,37.5,82.5,,,28.88333333,110.7666667,46.75,49.31666667,분식전문점
F67A482D90,서울특별시 성동구 무학봉16길 11,스마*,,분식,왕십리,2024,6.647083333,10.15896667,10.46618333,13.52993333,7.531758333,7.11125,10.8577,11.21715,14.44506667,8.018241667,24.05833333,6.87,71.20833333,4.525,24.275,37.5,70.83333333,39.58333333,39.58333333,82.5,,,27.25833333,112.55,48.33333333,50.23333333,분식전문점
F6AC821645,서울특별시 성동구 한림말3길 21,펑키***,,양식,옥수,2023,10.6216,17.59791667,4.9184,2.464625,0.925708333,18.34506667,30.66875,8.5566,4.302041667,1.607625,6.679166667,7.293333333,25.70833333,4.066666667,70.23333333,62.5,37.91666667,65.83333333,65.83333333,6.041666667,1,,87.38333333,30.48333333,15.98333333,15.50833333,양식음식점
F6AC821645,서울특별시 성동구 한림말3길 21,펑키***,,양식,옥수,2024,9.692957143,20.49988571,9.837957143,5.6434,1.675828571,10.90704286,22.92868571,10.87632857,6.128028571,1.824171429,8.977142857,6.747142857,52.01428571,2.928571429,45.05714286,62.5,66.42857143,71.07142857,71.07142857,21.42857143,1,2.775,43.27142857,27.52857143,25.08571429,25.87142857,양식음식점
F6B42598BE,서울특별시 성동구 연무장길 44,길동**,,일식-우동/소바/라면,성수,2023,18.61379167,15.60656667,9.345833333,7.597516667,2.99125,15.76954167,13.21843333,7.9125,6.435816667,2.53375,20.00083333,8.031666667,13.05833333,14.19166667,72.74166667,37.5,5,5,5,62.5,,1.058333333,505.3416667,1011.066667,1.966666667,4.283333333,일식음식점
F6B42598BE,서울특별시 성동구 연무장길 44,길동**,,일식-우동/소바/라면,성수,2024,17.742675,13.7171,8.704066667,7.197158333,2.73885,17.66565833,13.64956667,8.670933333,7.169508333,2.727816667,16.77916667,7.415,10.625,11.49166667,77.88333333,37.5,5,5,5,62.5,,1.625,438.725,918.7166667,1.958333333,4.008333333,일식음식점
F6F4BCEF5D,서울 성동구 금호산길 56.,코끼******,,한식-냉면,신금호,2023,4.6242,11.55960833,15.88499167,12.94763333,7.566958333,4.1758,10.423725,14.32334167,11.67736667,6.816375,31.0575,6.7125,59.99166667,12.35,27.65,17.5,35.83333333,29.16666667,27.5,62.5,1,,124.8833333,197.2,17.10833333,20.63333333,한식음식점
F6F4BCEF5D,서울 성동구 금호산길 56.,코끼******,,한식-냉면,신금호,2024,4.42475,11.11638333,15.7103,12.71815833,10.058525,3.766916667,9.450283333,13.35636667,10.815175,8.558141667,32.39416667,6.479166667,63.25,9.108333333,27.63333333,17.5,37.5,25.83333333,20.83333333,62.5,1,,126.325,216.2333333,15.85833333,18.95833333,한식음식점
F701A56FBD,서울 성동구 무학로2길 36.,황*,,룸살롱/단란주점,왕십리,2023,5.553308333,7.084766667,27.65001667,31.61735833,23.61174167,0.263358333,0.3319,1.274983333,1.507641667,1.096591667,40.86916667,6.638333333,43.13333333,14.58333333,42.28333333,17.5,58.33333333,82.5,82.5,6.041666667,,,97.05,47.86666667,22.44166667,40.13333333,호프-간이주점
F701A56FBD,서울 성동구 무학로2길 36.,황*,,룸살롱/단란주점,왕십리,2024,8.67,7.87053,24.70936,44.00841,11.84195,0.26,0.23947,0.73064,1.31159,0.35805,40.971,6.505,27.07,0,72.93,17.5,66,82.5,82.5,8.25,,,91.77,43.32,21.05,38.97,호프-간이주점
F717AC887A,서울 성동구 왕십리로22길 3.,애리***,,한식-육류/고기,왕십리,2023,17.81259167,9.427008333,5.733425,5.49615,1.675916667,26.56240833,14.056325,8.549908333,8.195516667,2.499083333,13.21916667,7.32,29.31666667,7.491666667,63.21666667,17.5,5,17.5,8.125,37.5,,,633.4916667,349.4416667,1.016666667,3.841666667,한식음식점
F717AC887A,서울 성동구 왕십리로22길 3.,애리***,,한식-육류/고기,왕십리,2024,16.05979167,10.00623333,5.181716667,5.40735,1.35,26.19020833,16.3271,8.451616667,8.81765,2.2,14.26,7.39,27.75,5.783333333,66.46666667,17.5,5,17.5,9.166666667,35.83333333,1,,586.0416667,357.0583333,1.233333333,4.333333333,한식음식점
F717FD0621,서울 성동구 금호산2길 5.,유쾌**,,포장마차,금남시장,2023,5.94675,14.45425833,13.1316,20.192975,18.45430833,2.079066667,5.847366667,5.203566667,7.751333333,6.93045,21.38166667,11.63833333,63.84166667,1.925,34.24166667,37.5,77.5,77.5,77.5,36.25,,,14.05833333,14.65833333,69.01666667,65.20833333,분식전문점
F717FD0621,서울 성동구 금호산2길 5.,유쾌**,,포장마차,금남시장,2024,2.166391667,20.57905,12.69680833,14.28471667,21.95280833,0.858608333,7.97095,5.011525,5.740283333,8.722191667,22.48583333,7.600833333,52.83333333,3.441666667,43.71666667,17.5,67.5,67.5,77.5,37.5,1,,29.55,41.31666667,47.60833333,44.68333333,분식전문점
F719EFDFC0,서울특별시 성동구 왕십리로 280,어메**,,한식-육류/고기,왕십리,2023,10.8858,16.65415833,11.50595833,15.0881,24.71190833,2.947533333,4.554175,2.952375,4.078566667,6.629758333,28.28666667,7.374166667,24.525,16.9,58.575,37.5,58.33333333,50,62.5,43.75,,0,70.09166667,77.475,28.475,35.68333333,한식음식점
F719EFDFC0,서울특별시 성동구 왕십리로 280,어메**,,한식-육류/고기,왕십리,2024,6.959783333,14.153975,8.80495,13.53180833,27.22345,3.031883333,6.062691667,3.636716667,5.593191667,11.03488333,22.0175,5.4925,29.34166667,14.4,56.26666667,37.5,67.5,64.16666667,64.16666667,47.91666667,,,33.85,38.35833333,34.60833333,39.54166667,한식음식점
F72B20D757,서울특별시 성동구 독서당로 295-1,타탄*****************,,한식-단품요리일반,금남시장,2023,0,11.87978,11.46022,0,0,0,34.20022,42.45978,0,0,14.222,36.888,6.66,0,93.34,92.5,66.5,82.5,82.5,5,,,50.18,3.4,62.52,56.16,한식음식점
F72B20D757,서울특별시 성동구 독서당로 295-1,타탄*****************,,한식-단품요리일반,금남시장,2024,0,7.5316,12.93506667,0,0,0,29.03506667,50.49826667,0,0,20.45333333,5.806666667,0,0,100,82.5,69.16666667,82.5,82.5,5,,,25.96666667,1.833333333,49,43.46666667,한식음식점
F744DF2779,서울특별시 성동구 왕십리로24길 7-1,왕십*****,,한식-해물/생선,왕십리,2023,12.73735833,20.20385,14.060075,11.70635,3.244333333,7.820975,12.41281667,8.639925,7.19365,1.997333333,10.86,6.988333333,28.48333333,8.125,63.39166667,37.5,6.041666667,27.5,17.5,17.5,,0,390.9166667,285.475,2.433333333,6.341666667,한식음식점
F744DF2779,서울특별시 성동구 왕십리로24길 7-1,왕십*****,,한식-해물/생선,왕십리,2024,11.70591667,19.03939167,13.7502,12.73110833,4.695225,7.194083333,11.71060833,8.458133333,7.835558333,2.888108333,11.43583333,7.975833333,28.775,7.958333333,63.28333333,37.5,6.041666667,29.16666667,20.83333333,17.5,1,,401.125,293.825,3.058333333,7.475,한식음식점
F74D26733C,서울특별시 성동구 왕십리로14길 28-15,플디**********,,베이커리,뚝섬,2024,14.33044,10.09336,5.07154,2.87624,1.18698,28.40956,19.98664,10.04846,5.66376,2.33302,16.582,46.97,36.34,17.28,46.38,95,47.5,42.5,42.5,37.5,1,29.64,61.86,29.18,62.66,49.2,제과점
F78999A03F,서울특별시 성동구 금호로 173,진우*,,백반/가정식,금남시장,2024,5.2234,14.924,14.1778,9.7006,13.4316,3.8766,11.076,10.5222,7.1994,9.9684,19.51,100,58.4,3.9,37.7,95,62.5,37.5,37.5,62.5,1,,55.7,156,76.5,0,한식음식점
